"name","group","size","id","location","state"
"EmanWilliams_","Retweet",0.1,426,"Grand Island, NE","Nebraska"
"DannyGifford01","Retweet",0.1,427,"Lincoln, NE","Nebraska"
"bdebo67","Retweet",0.1,428,"","Unknown"
"Eickhoff_Ag_LLC","Retweet",0.1,429,"","Unknown"
"BpottebaumPrime","Retweet",0.1,430,"Readlyn, IA","Iowa"
"Jonathan_Stech","Retweet",0.1,431,"Nebraska, USA","Nebraska"
"HartwigSeeds","Retweet",0.1,432,"","Unknown"
"DelmarvaCropQn","Retweet",0.1,433,"Delmarva","New Jersey"
"ZachEhlert","Retweet",0.1,434,"stanhope, IA","Iowa"
"Jacobwolf106","Retweet",0.1,435,"Independence, Iowa","Iowa"
"SirKleinschmidt","Retweet",0.1,436,"","Unknown"
"Rustyjunk2","Retweet",0.1,437,"Dreamland","Michigan"
"hutchfl","Retweet",0.1,438,"Manitoba","Manitoba"
"jefftalma","Retweet",0.1,439,"Iowa","Iowa"
"VinzEnergy","Retweet",0.1,440,"London Paris Dubai Glasgow","Scotland"
"JayCaron86","Retweet",0.1,441,"RiviÃ¨re-du-Loup","Québec"
"AgWorx","Retweet",0.1,442,"","Unknown"
"SusanKerr8","Retweet",0.1,443,"","Unknown"
"Jeff_Mertz","Retweet",0.1,444,"hurdsfield, nd","North Dakota"
"IntelliAg","Retweet",0.1,445,"Manitoba, Canada","Manitoba"
"wadedavidbarnes","Retweet",0.1,446,"Winnipeg Manitoba","Manitoba"
"chao062","Retweet",0.1,447,"","Unknown"
"NRN42","Retweet",0.1,448,"Marshall, MN","Minnesota"
"tealkarine","Retweet",0.1,449,"","Unknown"
"Gradeabeef15","Retweet",0.1,450,"Wellwood, Manitoba","Manitoba"
"R_Tisthammer","Retweet",0.1,451,"","Unknown"
"Agronomo_MikeK","Retweet",0.1,452,"Wakeeney, KS","Kansas"
"FOGARTYCROP","Retweet",0.1,453,"","Unknown"
"schane_m","Retweet",0.1,454,"South Africa ","Unknown"
"MikeGronski","Retweet",0.1,455,"","Unknown"
"SuzanneJustman","Retweet",0.1,456,"","Unknown"
"RobbinYield","Retweet",0.1,457,NA,"Unknown"
"TDEnter1","Retweet",0.1,458,"","Unknown"
"_alimorgan_","Retweet",0.1,459,NA,"Unknown"
"jsole090","Retweet",0.1,460,NA,"Unknown"
"waldner_andrew","Retweet",0.1,461,NA,"Unknown"
"PeterPetergross","Retweet",0.1,462,NA,"Unknown"
"BrianKoehler7","Retweet",0.1,463,"York, NE","Nebraska"
"wollman_steven","Retweet",0.1,464,"Glenboro MB","Manitoba"
"Matthewhofer11","Retweet",0.1,465,"","Unknown"
"Morgan_Shrader","Tweet",35,466,"Illinois","Illinois"
"TheisAg ","Tweet",36,467,NA,"Unknown"
"WCIndianaAG","Tweet",50,468,"","Unknown"
"derekerbseeds ","Tweet",34,469,NA,"Unknown"
"StephKasper1","Tweet",65,470,"Southern Minnesota","Wisconsin"
"ChadEri74211672","Tweet",31,471,"Edgar, WI","Wisconsin"
"jasonmauck1","Tweet",120,472,"","Unknown"
"thomasbh11","Tweet",52,473,"","Unknown"
"JefferiesSeeds","Tweet",80,474,"Glenboro, MB","Manitoba"
"scc6fd","Tweet",46,475,"","Unknown"
"BauersSeed","Tweet",62,476,"Durand","Michigan"
"JeremyOlson12","Tweet",36,477,"Hiawatha, KS","Kansas"
"Deere_Andrea","Tweet",60,478,"","Unknown"
"Missy_CCA","Tweet",40,479,"Little Falls, MN","Minnesota"
"banks_abanks","Tweet",47,480,"Nebraska, USA","Nebraska"
"mageskj","Tweet",37,481,"Minnesota, USA","Minnesota"
"farmerfouch","Tweet",31,482,"Grand Junction,  IA","Iowa"
