"sentence","id","token","lemma","CharacterOffsetBegin","CharacterOffsetEnd","POS","NER","Speaker","UT"
596,"166","SMS","SMS",59899,59902,"NNP","O","PER0","NOUN"
596,"167","advanced","advance",59903,59911,"VBN","O","PER0","VERB"
596,"168","?","?",59911,59912,".","O","PER0","."
597,"1","Can","can",59914,59917,"MD","O","PER0","VERB"
597,"2","they","they",59918,59922,"PRP","O","PER0","PRON"
597,"3","both","both",59923,59927,"DT","O","PER0","DET"
597,"4","do","do",59928,59930,"VBP","O","PER0","VERB"
597,"5","cost","cost",59931,59935,"VB","O","PER0","VERB"
597,"6","tracking?Edited","tracking?edited",59936,59951,"VBN","O","PER0","VERB"
597,"7","by","by",59952,59954,"IN","O","PER0","ADP"
597,"8","grains-n-corn","grains-n-corn",59955,59968,"JJ","O","PER0","ADJ"
597,"9","8/22/2014","8/22/2014",59969,59978,"CD","TIME","PER0","NUM"
597,"10","17:39","17:39",59980,59985,"CD","TIME","PER0","NUM"
597,"11","grains-n-corn","grains-n-corn",59986,59999,"NN","O","PER0","NOUN"
597,"12","-","-",60000,60001,":","O","PER0","."
597,"13","8/22/2014","8/22/2014",60002,60011,"CD","TIME","PER0","NUM"
597,"14","16:29","16:29",60013,60018,"CD","TIME","PER0","NUM"
597,"15","Does","do",60021,60025,"VBZ","O","PER0","VERB"
597,"16","anyone","anyone",60026,60032,"NN","O","PER0","NOUN"
597,"17","know","know",60033,60037,"VB","O","PER0","VERB"
597,"18","what","what",60038,60042,"WP","O","PER0","PRON"
597,"19","the","the",60043,60046,"DT","O","PER0","DET"
597,"20","difference","difference",60047,60057,"NN","O","PER0","NOUN"
597,"21","is","be",60058,60060,"VBZ","O","PER0","VERB"
597,"22","between","between",60061,60068,"IN","O","PER0","ADP"
597,"23","Pioneer","Pioneer",60069,60076,"NNP","LOCATION","PER0","NOUN"
597,"24","Field","Field",60077,60082,"NNP","LOCATION","PER0","NOUN"
597,"25","360","360",60083,60086,"CD","NUMBER","PER0","NUM"
597,"26","Studio","Studio",60087,60093,"NNP","O","PER0","NOUN"
597,"27","and","and",60094,60097,"CC","O","PER0","CONJ"
597,"28","SMS","SMS",60098,60101,"NNP","O","PER0","NOUN"
597,"29","advanced","advance",60102,60110,"VBN","O","PER0","VERB"
597,"30","?","?",60110,60111,".","O","PER0","."
599,"1","I","I",60147,60148,"PRP","O","PER0","PRON"
599,"2","do","do",60149,60151,"VBP","O","PER0","VERB"
599,"3","n't","not",60151,60154,"RB","O","PER0","ADV"
599,"4","know","know",60155,60159,"VB","O","PER0","VERB"
599,"5","anything","anything",60160,60168,"NN","O","PER0","NOUN"
599,"6","about","about",60169,60174,"IN","O","PER0","ADP"
599,"7","the","the",60175,60178,"DT","O","PER0","DET"
599,"8","pioneer","pioneer",60179,60186,"NN","O","PER0","NOUN"
599,"9","software","software",60187,60195,"NN","O","PER0","NOUN"
599,"10",",",",",60195,60196,",","O","PER0","."
599,"11","but","but",60197,60200,"CC","O","PER0","CONJ"
599,"12","i","i",60201,60202,"FW","O","PER0","X"
599,"13","can","can",60203,60206,"MD","O","PER0","VERB"
599,"14","say","say",60207,60210,"VB","O","PER0","VERB"
599,"15","that","that",60211,60215,"IN","O","PER0","ADP"
599,"16","the","the",60216,60219,"DT","O","PER0","DET"
599,"17","financial","financial",60220,60229,"JJ","O","PER0","ADJ"
599,"18","side","side",60230,60234,"NN","O","PER0","NOUN"
599,"19","of","of",60235,60237,"IN","O","PER0","ADP"
599,"20","SMS","sm",60238,60241,"NN","O","PER0","NOUN"
599,"21","is","be",60242,60244,"VBZ","O","PER0","VERB"
599,"22","it","it",60245,60247,"PRP","O","PER0","PRON"
599,"23","'s","be",60247,60249,"VBZ","O","PER0","VERB"
599,"24","weak","weak",60250,60254,"JJ","O","PER0","ADJ"
599,"25","point","point",60255,60260,"NN","O","PER0","NOUN"
599,"26",".",".",60260,60261,".","O","PER0","."
603,"1","I","I",60387,60388,"PRP","O","PER0","PRON"
603,"2","have","have",60389,60393,"VBP","O","PER0","VERB"
603,"3","never","never",60394,60399,"RB","O","PER0","ADV"
603,"4","used","use",60400,60404,"VBN","O","PER0","VERB"
603,"5","the","the",60405,60408,"DT","O","PER0","DET"
603,"6","Pioneer","Pioneer",60409,60416,"NNP","MISC","PER0","NOUN"
603,"7","Field","Field",60417,60422,"NNP","MISC","PER0","NOUN"
603,"8","360","360",60423,60426,"CD","NUMBER","PER0","NUM"
603,"9","but","but",60427,60430,"CC","O","PER0","CONJ"
603,"10","I","I",60431,60432,"PRP","O","PER0","PRON"
603,"11","have","have",60433,60437,"VBP","O","PER0","VERB"
603,"12","used","use",60438,60442,"VBN","O","PER0","VERB"
603,"13","AgStudio","AgStudio",60443,60451,"NNP","O","PER0","NOUN"
603,"14","and","and",60452,60455,"CC","O","PER0","CONJ"
603,"15","if","if",60456,60458,"IN","O","PER0","ADP"
603,"16","I","I",60459,60460,"PRP","O","PER0","PRON"
603,"17","understand","understand",60461,60471,"VBP","O","PER0","VERB"
603,"18","correctly","correctly",60472,60481,"RB","O","PER0","ADV"
603,"19","MapShots","MapShots",60482,60490,"NNP","O","PER0","NOUN"
603,"20","writes","write",60491,60497,"VBZ","O","PER0","VERB"
603,"21","the","the",60498,60501,"DT","O","PER0","DET"
603,"22","Pioneer","Pioneer",60502,60509,"NNP","O","PER0","NOUN"
603,"23","program","program",60510,60517,"NN","O","PER0","NOUN"
603,"24","and","and",60518,60521,"CC","O","PER0","CONJ"
603,"25","runs","run",60522,60526,"VBZ","O","PER0","VERB"
603,"26","the","the",60527,60530,"DT","O","PER0","DET"
603,"27","tech","tech",60531,60535,"NN","O","PER0","NOUN"
603,"28","side","side",60536,60540,"NN","O","PER0","NOUN"
603,"29","of","of",60541,60543,"IN","O","PER0","ADP"
603,"30","it","it",60544,60546,"PRP","O","PER0","PRON"
603,"31","?","?",60546,60547,".","O","PER0","."
603,"1","I","I",60387,60388,"PRP","O","PER0","PRON"
603,"2","have","have",60389,60393,"VBP","O","PER0","VERB"
603,"3","never","never",60394,60399,"RB","O","PER0","ADV"
603,"4","used","use",60400,60404,"VBN","O","PER0","VERB"
603,"5","the","the",60405,60408,"DT","O","PER0","DET"
603,"6","Pioneer","Pioneer",60409,60416,"NNP","MISC","PER0","NOUN"
603,"7","Field","Field",60417,60422,"NNP","MISC","PER0","NOUN"
603,"8","360","360",60423,60426,"CD","NUMBER","PER0","NUM"
603,"9","but","but",60427,60430,"CC","O","PER0","CONJ"
603,"10","I","I",60431,60432,"PRP","O","PER0","PRON"
603,"11","have","have",60433,60437,"VBP","O","PER0","VERB"
603,"12","used","use",60438,60442,"VBN","O","PER0","VERB"
603,"13","AgStudio","AgStudio",60443,60451,"NNP","O","PER0","NOUN"
603,"14","and","and",60452,60455,"CC","O","PER0","CONJ"
603,"15","if","if",60456,60458,"IN","O","PER0","ADP"
603,"16","I","I",60459,60460,"PRP","O","PER0","PRON"
603,"17","understand","understand",60461,60471,"VBP","O","PER0","VERB"
603,"18","correctly","correctly",60472,60481,"RB","O","PER0","ADV"
603,"19","MapShots","MapShots",60482,60490,"NNP","O","PER0","NOUN"
603,"20","writes","write",60491,60497,"VBZ","O","PER0","VERB"
603,"21","the","the",60498,60501,"DT","O","PER0","DET"
603,"22","Pioneer","Pioneer",60502,60509,"NNP","O","PER0","NOUN"
603,"23","program","program",60510,60517,"NN","O","PER0","NOUN"
603,"24","and","and",60518,60521,"CC","O","PER0","CONJ"
603,"25","runs","run",60522,60526,"VBZ","O","PER0","VERB"
603,"26","the","the",60527,60530,"DT","O","PER0","DET"
603,"27","tech","tech",60531,60535,"NN","O","PER0","NOUN"
603,"28","side","side",60536,60540,"NN","O","PER0","NOUN"
603,"29","of","of",60541,60543,"IN","O","PER0","ADP"
603,"30","it","it",60544,60546,"PRP","O","PER0","PRON"
603,"31","?","?",60546,60547,".","O","PER0","."
63,"1","Plot","plot",6044,6048,"NN","O","PER0","NOUN"
63,"2","Entry","Entry",6049,6054,"NNP","O","PER0","NOUN"
63,"3","Order","Order",6055,6060,"NNP","O","PER0","NOUN"
63,"4","BRAND","BRAND",6061,6066,"NNP","O","PER0","NOUN"
63,"5","HYBRID","HYBRID",6067,6073,"NNP","O","PER0","NOUN"
63,"6","TRAIT","TRAIT",6074,6079,"NNP","O","PER0","NOUN"
63,"7","Package","Package",6080,6087,"NNP","O","PER0","NOUN"
63,"8","RM","rm",6088,6090,"NN","O","PER0","NOUN"
63,"9","Moisture","Moisture",6091,6099,"NNP","O","PER0","NOUN"
63,"10","Average","Average",6100,6107,"NNP","O","PER0","NOUN"
63,"11","3","3",6108,6109,"CD","NUMBER","PER0","NUM"
63,"12","Samples","Samples",6110,6117,"NNP","O","PER0","NOUN"
63,"13","Harvest","Harvest",6118,6125,"NNP","O","PER0","NOUN"
63,"14","Stand","stand",6126,6131,"VB","PERCENT","PER0","VERB"
63,"15","%","%",6132,6133,"NN","PERCENT","PER0","NOUN"
63,"16","ROOTS","root",6134,6139,"NNS","O","PER0","NOUN"
63,"17","LODGED","lodge",6140,6146,"VBD","PERCENT","PER0","VERB"
63,"18","%","%",6147,6148,"NN","PERCENT","PER0","NOUN"
63,"19","STALKS","stalk",6149,6155,"NNS","O","PER0","NOUN"
63,"20","LODGED","lodge",6156,6162,"VBD","O","PER0","VERB"
63,"21","Dry","Dry",6163,6166,"NNP","O","PER0","NOUN"
63,"22","YIELD","YIELD",6167,6172,"NNP","O","PER0","NOUN"
63,"23","@","@",6173,6174,"SYM","O","PER0","X"
63,"24","15.0","15.0",6174,6178,"CD","PERCENT","PER0","NUM"
63,"25","%","%",6178,6179,"NN","PERCENT","PER0","NOUN"
63,"26","$","$",6180,6181,"$","O","PER0","."
63,"27","/","/",6181,6182,":","O","PER0","."
63,"28","A","a",6182,6183,"DT","O","PER0","DET"
63,"29","1","1",6185,6186,"CD","NUMBER","PER0","NUM"
63,"30","Axis","Axis",6187,6191,"NNP","O","PER0","NOUN"
63,"31","54D58","54d58",6192,6197,"NN","O","PER0","NOUN"
63,"32","GENSS","genss",6198,6203,"NN","O","PER0","NOUN"
63,"33","104","104",6204,6207,"CD","NUMBER","PER0","NUM"
63,"34","22.7","22.7",6208,6212,"CD","NUMBER","PER0","NUM"
63,"35","33,000","33,000",6213,6219,"CD","NUMBER","PER0","NUM"
63,"36","0","0",6220,6221,"CD","NUMBER","PER0","NUM"
63,"37","0","0",6222,6223,"CD","NUMBER","PER0","NUM"
63,"38","279.8","279.8",6224,6229,"CD","NUMBER","PER0","NUM"
63,"39","$","$",6230,6231,"$","MONEY","PER0","."
63,"40","764","764",6231,6234,"CD","MONEY","PER0","NUM"
63,"41","2","2",6236,6237,"CD","MONEY","PER0","NUM"
63,"42","Axis","Axis",6238,6242,"NNP","O","PER0","NOUN"
63,"43","56Z50","56Z50",6243,6248,"NNP","O","PER0","NOUN"
63,"44","GENSS","GENSS",6249,6254,"NNP","O","PER0","NOUN"
63,"45","106","106",6255,6258,"CD","NUMBER","PER0","NUM"
63,"46","23.0","23.0",6259,6263,"CD","NUMBER","PER0","NUM"
63,"47","33,000","33,000",6264,6270,"CD","NUMBER","PER0","NUM"
63,"48","0","0",6271,6272,"CD","NUMBER","PER0","NUM"
63,"49","0","0",6273,6274,"CD","NUMBER","PER0","NUM"
63,"50","318.4","318.4",6275,6280,"CD","NUMBER","PER0","NUM"
63,"51","$","$",6281,6282,"$","MONEY","PER0","."
63,"52","860","860",6282,6285,"CD","MONEY","PER0","NUM"
63,"53","5","5",6287,6288,"CD","MONEY","PER0","NUM"
63,"54","Dekalb","dekalb",6289,6295,"NN","O","PER0","NOUN"
63,"55","DKC57-75","dkc57-75",6296,6304,"NN","O","PER0","NOUN"
63,"56","GENSS","genss",6305,6310,"NN","O","PER0","NOUN"
63,"57","107","107",6311,6314,"CD","NUMBER","PER0","NUM"
63,"58","23.2","23.2",6315,6319,"CD","NUMBER","PER0","NUM"
63,"59","32,000","32,000",6320,6326,"CD","NUMBER","PER0","NUM"
63,"60","0","0",6327,6328,"CD","NUMBER","PER0","NUM"
63,"61","0","0",6329,6330,"CD","NUMBER","PER0","NUM"
63,"62","280.0","280.0",6331,6336,"CD","NUMBER","PER0","NUM"
63,"63","$","$",6337,6338,"$","MONEY","PER0","."
63,"64","750","750",6338,6341,"CD","MONEY","PER0","NUM"
63,"65","6","6",6343,6344,"CD","MONEY","PER0","NUM"
63,"66","Axis","Axis",6345,6349,"NNP","O","PER0","NOUN"
63,"67","57H25","57h25",6350,6355,"CD","NUMBER","PER0","NUM"
63,"68","VT2P","vt2p",6356,6360,"NN","O","PER0","NOUN"
63,"69","107","107",6361,6364,"CD","NUMBER","PER0","NUM"
63,"70","21.6","21.6",6365,6369,"CD","NUMBER","PER0","NUM"
63,"71","35,000","35,000",6370,6376,"CD","NUMBER","PER0","NUM"
63,"72","0","0",6377,6378,"CD","NUMBER","PER0","NUM"
63,"73","0","0",6379,6380,"CD","NUMBER","PER0","NUM"
63,"74","298.6","298.6",6381,6386,"CD","NUMBER","PER0","NUM"
63,"75","$","$",6387,6388,"$","MONEY","PER0","."
63,"76","848","848",6388,6391,"CD","MONEY","PER0","NUM"
63,"77","7","7",6393,6394,"CD","MONEY","PER0","NUM"
63,"78","Axis","Axis",6395,6399,"NNP","O","PER0","NOUN"
63,"79","57L59","57l59",6400,6405,"NN","O","PER0","NOUN"
63,"80","GENSS","genss",6406,6411,"NN","O","PER0","NOUN"
63,"81","107","107",6412,6415,"CD","NUMBER","PER0","NUM"
63,"82","22.7","22.7",6416,6420,"CD","NUMBER","PER0","NUM"
63,"83","36,000","36,000",6421,6427,"CD","NUMBER","PER0","NUM"
63,"84","0","0",6428,6429,"CD","NUMBER","PER0","NUM"
63,"85","0","0",6430,6431,"CD","NUMBER","PER0","NUM"
63,"86","300.1","300.1",6432,6437,"CD","NUMBER","PER0","NUM"
63,"87","$","$",6438,6439,"$","MONEY","PER0","."
63,"88","819","819",6439,6442,"CD","MONEY","PER0","NUM"
63,"89","8","8",6444,6445,"CD","MONEY","PER0","NUM"
63,"90","Axis","Axis",6446,6450,"NNP","O","PER0","NOUN"
63,"91","58R28","58R28",6451,6456,"NNP","O","PER0","NOUN"
63,"92","VT2P","vt2p",6457,6461,"NN","O","PER0","NOUN"
63,"93","108","108",6462,6465,"CD","NUMBER","PER0","NUM"
63,"94","22.2","22.2",6466,6470,"CD","NUMBER","PER0","NUM"
63,"95","36,000","36,000",6471,6477,"CD","NUMBER","PER0","NUM"
63,"96","0","0",6478,6479,"CD","NUMBER","PER0","NUM"
63,"97","0","0",6480,6481,"CD","NUMBER","PER0","NUM"
63,"98","294.7","294.7",6482,6487,"CD","NUMBER","PER0","NUM"
63,"99","$","$",6488,6489,"$","MONEY","PER0","."
63,"100","819","819",6489,6492,"CD","MONEY","PER0","NUM"
63,"101","9","9",6494,6495,"CD","MONEY","PER0","NUM"
63,"102","Axis","Axis",6496,6500,"NNP","O","PER0","NOUN"
63,"103","60R50","60R50",6501,6506,"NNP","O","PER0","NOUN"
63,"104","GENSS","GENSS",6507,6512,"NNP","O","PER0","NOUN"
63,"105","110","110",6513,6516,"CD","NUMBER","PER0","NUM"
63,"106","22.9","22.9",6517,6521,"CD","NUMBER","PER0","NUM"
63,"107","36,000","36,000",6522,6528,"CD","NUMBER","PER0","NUM"
63,"108","0","0",6529,6530,"CD","NUMBER","PER0","NUM"
63,"109","0","0",6531,6532,"CD","NUMBER","PER0","NUM"
63,"110","285.7","285.7",6533,6538,"CD","NUMBER","PER0","NUM"
63,"111","$","$",6539,6540,"$","MONEY","PER0","."
63,"112","774","774",6540,6543,"CD","MONEY","PER0","NUM"
63,"113","10","10",6545,6547,"CD","MONEY","PER0","NUM"
63,"114","Axis","Axis",6548,6552,"NNP","O","PER0","NOUN"
63,"115","61T51","61T51",6553,6558,"NNP","O","PER0","NOUN"
63,"116","GENSS","GENSS",6559,6564,"NNP","O","PER0","NOUN"
63,"117","111","111",6565,6568,"CD","NUMBER","PER0","NUM"
63,"118","23.2","23.2",6569,6573,"CD","NUMBER","PER0","NUM"
63,"119","33,000","33,000",6574,6580,"CD","NUMBER","PER0","NUM"
63,"120","0","0",6581,6582,"CD","NUMBER","PER0","NUM"
63,"121","0","0",6583,6584,"CD","NUMBER","PER0","NUM"
63,"122","311.1","311.1",6585,6590,"CD","NUMBER","PER0","NUM"
63,"123","$","$",6591,6592,"$","MONEY","PER0","."
63,"124","834","834",6592,6595,"CD","MONEY","PER0","NUM"
63,"125","11","11",6597,6599,"CD","MONEY","PER0","NUM"
63,"126","Axis","Axis",6600,6604,"NNP","O","PER0","NOUN"
63,"127","61K21","61K21",6605,6610,"NNP","O","PER0","NOUN"
63,"128","VT2P","vt2p",6611,6615,"NN","O","PER0","NOUN"
63,"129","111","111",6616,6619,"CD","NUMBER","PER0","NUM"
63,"130","23.4","23.4",6620,6624,"CD","NUMBER","PER0","NUM"
63,"131","35,000","35,000",6625,6631,"CD","NUMBER","PER0","NUM"
63,"132","0","0",6632,6633,"CD","NUMBER","PER0","NUM"
63,"133","0","0",6634,6635,"CD","NUMBER","PER0","NUM"
63,"134","291.0","291.0",6636,6641,"CD","NUMBER","PER0","NUM"
63,"135","$","$",6642,6643,"$","MONEY","PER0","."
63,"136","774","774",6643,6646,"CD","MONEY","PER0","NUM"
63,"137","12","12",6648,6650,"CD","MONEY","PER0","NUM"
63,"138","Axis","Axis",6651,6655,"NNP","O","PER0","NOUN"
63,"139","62N35","62N35",6656,6661,"NNP","O","PER0","NOUN"
63,"140","VT2P","vt2p",6662,6666,"NN","O","PER0","NOUN"
63,"141","112","112",6667,6670,"CD","NUMBER","PER0","NUM"
63,"142","22.5","22.5",6671,6675,"CD","NUMBER","PER0","NUM"
63,"143","35,000","35,000",6676,6682,"CD","NUMBER","PER0","NUM"
63,"144","0","0",6683,6684,"CD","NUMBER","PER0","NUM"
63,"145","0","0",6685,6686,"CD","NUMBER","PER0","NUM"
63,"146","290.3","290.3",6687,6692,"CD","NUMBER","PER0","NUM"
63,"147","$","$",6693,6694,"$","MONEY","PER0","."
63,"148","798","798",6694,6697,"CD","MONEY","PER0","NUM"
63,"149","13","13",6699,6701,"CD","MONEY","PER0","NUM"
63,"150","Dekalb","Dekalb",6702,6708,"NNP","O","PER0","NOUN"
63,"151","DKC62-97","dkc62-97",6709,6717,"NN","O","PER0","NOUN"
63,"152","VT3P","vt3p",6718,6722,"NN","O","PER0","NOUN"
63,"153","112","112",6723,6726,"CD","NUMBER","PER0","NUM"
63,"154","23.1","23.1",6727,6731,"CD","NUMBER","PER0","NUM"
63,"155","30,000","30,000",6732,6738,"CD","NUMBER","PER0","NUM"
63,"156","0","0",6739,6740,"CD","NUMBER","PER0","NUM"
63,"157","0","0",6741,6742,"CD","NUMBER","PER0","NUM"
63,"158","285.3","285.3",6743,6748,"CD","NUMBER","PER0","NUM"
63,"159","$","$",6749,6750,"$","MONEY","PER0","."
63,"160","768","768",6750,6753,"CD","MONEY","PER0","NUM"
63,"161","17","17",6755,6757,"CD","MONEY","PER0","NUM"
63,"162","Axis","Axis",6758,6762,"NNP","O","PER0","NOUN"
63,"163","63M36","63M36",6763,6768,"NNP","O","PER0","NOUN"
63,"164","VT3P","vt3p",6769,6773,"NN","O","PER0","NOUN"
63,"165","113","113",6774,6777,"CD","NUMBER","PER0","NUM"
63,"166","25.2","25.2",6778,6782,"CD","NUMBER","PER0","NUM"
63,"167","35,000","35,000",6783,6789,"CD","NUMBER","PER0","NUM"
63,"168","0","0",6790,6791,"CD","NUMBER","PER0","NUM"
63,"169","0","0",6792,6793,"CD","NUMBER","PER0","NUM"
63,"170","302.5","302.5",6794,6799,"CD","NUMBER","PER0","NUM"
63,"171","$","$",6800,6801,"$","MONEY","PER0","."
63,"172","750","750",6801,6804,"CD","MONEY","PER0","NUM"
63,"173","18","18",6806,6808,"CD","MONEY","PER0","NUM"
63,"174","Axis","Axis",6809,6813,"NNP","O","PER0","NOUN"
63,"175","64K24","64K24",6814,6819,"NNP","O","PER0","NOUN"
63,"176","VT2P","vt2p",6820,6824,"NN","O","PER0","NOUN"
63,"177","114","114",6825,6828,"CD","NUMBER","PER0","NUM"
63,"178","24.8","24.8",6829,6833,"CD","NUMBER","PER0","NUM"
63,"179","36,000","36,000",6834,6840,"CD","NUMBER","PER0","NUM"
63,"180","0","0",6841,6842,"CD","NUMBER","PER0","NUM"
63,"181","0","0",6843,6844,"CD","NUMBER","PER0","NUM"
63,"182","351.6","351.6",6845,6850,"CD","NUMBER","PER0","NUM"
63,"183","$","$",6851,6852,"$","MONEY","PER0","."
63,"184","886","886",6852,6855,"CD","MONEY","PER0","NUM"
63,"185","19","19",6857,6859,"CD","MONEY","PER0","NUM"
63,"186","Channel","Channel",6860,6867,"NNP","O","PER0","NOUN"
63,"187","214-13","214-13",6868,6874,"CD","NUMBER","PER0","NUM"
63,"188","VT2P","vt2p",6875,6879,"NN","O","PER0","NOUN"
63,"189","114","114",6880,6883,"CD","NUMBER","PER0","NUM"
63,"190","25.3","25.3",6884,6888,"CD","NUMBER","PER0","NUM"
63,"191","34,000","34,000",6889,6895,"CD","NUMBER","PER0","NUM"
63,"192","0","0",6896,6897,"CD","NUMBER","PER0","NUM"
63,"193","0","0",6898,6899,"CD","NUMBER","PER0","NUM"
63,"194","303.7","303.7",6900,6905,"CD","NUMBER","PER0","NUM"
63,"195","$","$",6906,6907,"$","MONEY","PER0","."
63,"196","750","750",6907,6910,"CD","MONEY","PER0","NUM"
63,"197","20","20",6912,6914,"CD","MONEY","PER0","NUM"
63,"198","Axis","Axis",6915,6919,"NNP","O","PER0","NOUN"
63,"199","64R50","64R50",6920,6925,"NNP","O","PER0","NOUN"
63,"200","VT2P","vt2p",6926,6930,"NN","O","PER0","NOUN"
63,"201","114","114",6931,6934,"CD","NUMBER","PER0","NUM"
63,"202","25.2","25.2",6935,6939,"CD","NUMBER","PER0","NUM"
63,"203","36,000","36,000",6940,6946,"CD","NUMBER","PER0","NUM"
63,"204","0","0",6947,6948,"CD","NUMBER","PER0","NUM"
63,"205","0","0",6949,6950,"CD","NUMBER","PER0","NUM"
63,"206","284.3","284.3",6951,6956,"CD","NUMBER","PER0","NUM"
63,"207","$","$",6957,6958,"$","MONEY","PER0","."
63,"208","705","705",6958,6961,"CD","MONEY","PER0","NUM"
63,"209","21","21",6963,6965,"CD","MONEY","PER0","NUM"
63,"210","Axis","Axis",6966,6970,"NNP","O","PER0","NOUN"
63,"211","64T22","64T22",6971,6976,"NNP","O","PER0","NOUN"
63,"212","GENSS","GENSS",6977,6982,"NNP","O","PER0","NOUN"
63,"213","114","114",6983,6986,"CD","NUMBER","PER0","NUM"
63,"214","27.0","27.0",6987,6991,"CD","NUMBER","PER0","NUM"
63,"215","35,000","35,000",6992,6998,"CD","NUMBER","PER0","NUM"
63,"216","0","0",6999,7000,"CD","NUMBER","PER0","NUM"
63,"217","0","0",7001,7002,"CD","NUMBER","PER0","NUM"
63,"218","316.3","316.3",7003,7008,"CD","NUMBER","PER0","NUM"
63,"219","$","$",7009,7010,"$","MONEY","PER0","."
63,"220","728","728",7010,7013,"CD","MONEY","PER0","NUM"
63,"221","22","22",7015,7017,"CD","MONEY","PER0","NUM"
63,"222","Pioneer","Pioneer",7018,7025,"NNP","O","PER0","NOUN"
63,"223","P1498HR","p1498hr",7026,7033,"NN","O","PER0","NOUN"
63,"224","HX1/LL/RR2","hx1/ll/rr2",7034,7044,"NN","O","PER0","NOUN"
63,"225","114","114",7045,7048,"CD","NUMBER","PER0","NUM"
63,"226","23.4","23.4",7049,7053,"CD","NUMBER","PER0","NUM"
63,"227","36,000","36,000",7054,7060,"CD","NUMBER","PER0","NUM"
63,"228","0","0",7061,7062,"CD","NUMBER","PER0","NUM"
63,"229","0","0",7063,7064,"CD","NUMBER","PER0","NUM"
63,"230","270.6","270.6",7065,7070,"CD","NUMBER","PER0","NUM"
63,"231","$","$",7071,7072,"$","MONEY","PER0","."
63,"232","720","720",7072,7075,"CD","MONEY","PER0","NUM"
63,"233","24","24",7077,7079,"CD","MONEY","PER0","NUM"
63,"234","Axis","Axis",7080,7084,"NNP","O","PER0","NOUN"
63,"235","64D25","64d25",7085,7090,"CD","NUMBER","PER0","NUM"
63,"236","DGVT2P","dgvt2p",7091,7097,"NN","O","PER0","NOUN"
63,"237","114","114",7098,7101,"CD","NUMBER","PER0","NUM"
63,"238","23.4","23.4",7102,7106,"CD","NUMBER","PER0","NUM"
63,"239","33,000","33,000",7107,7113,"CD","NUMBER","PER0","NUM"
63,"240","0","0",7114,7115,"CD","NUMBER","PER0","NUM"
63,"241","0","0",7116,7117,"CD","NUMBER","PER0","NUM"
63,"242","307.9","307.9",7118,7123,"CD","NUMBER","PER0","NUM"
63,"243","$","$",7124,7125,"$","MONEY","PER0","."
63,"244","819","819",7125,7128,"CD","MONEY","PER0","NUM"
63,"245","25","25",7130,7132,"CD","MONEY","PER0","NUM"
63,"246","Axis","Axis",7133,7137,"NNP","O","PER0","NOUN"
63,"247","66T27","66T27",7138,7143,"NNP","O","PER0","NOUN"
63,"248","VT2P","vt2p",7144,7148,"NN","O","PER0","NOUN"
63,"249","115","115",7149,7152,"CD","NUMBER","PER0","NUM"
63,"250","26.6","26.6",7153,7157,"CD","NUMBER","PER0","NUM"
63,"251","32,000","32,000",7158,7164,"CD","NUMBER","PER0","NUM"
63,"252","0","0",7165,7166,"CD","NUMBER","PER0","NUM"
63,"253","0","0",7167,7168,"CD","NUMBER","PER0","NUM"
63,"254","318.0","318.0",7169,7174,"CD","NUMBER","PER0","NUM"
63,"255","$","$",7175,7176,"$","MONEY","PER0","."
63,"256","744","744",7176,7179,"CD","MONEY","PER0","NUM"
63,"257","26","26",7181,7183,"CD","MONEY","PER0","NUM"
63,"258","Dekalb","Dekalb",7184,7190,"NNP","O","PER0","NOUN"
63,"259","DKC62-08","dkc62-08",7191,7199,"NN","O","PER0","NOUN"
63,"260","GENSS","genss",7200,7205,"NN","O","PER0","NOUN"
63,"261","112","112",7206,7209,"CD","NUMBER","PER0","NUM"
63,"262","23.2","23.2",7210,7214,"CD","NUMBER","PER0","NUM"
63,"263","33,000","33,000",7215,7221,"CD","NUMBER","PER0","NUM"
63,"264","0","0",7222,7223,"CD","NUMBER","PER0","NUM"
63,"265","0","0",7224,7225,"CD","NUMBER","PER0","NUM"
63,"266","314.2","314.2",7226,7231,"CD","NUMBER","PER0","NUM"
63,"267","$","$",7232,7233,"$","MONEY","PER0","."
63,"268","842","842",7233,7236,"CD","MONEY","PER0","NUM"
63,"269","TEST","test",7240,7244,"NN","O","PER0","NOUN"
63,"270","AVERAGE","average",7245,7252,"NN","O","PER0","NOUN"
63,"271",":",":",7252,7253,":","O","PER0","."
63,"272","112","112",7256,7259,"CD","NUMBER","PER0","NUM"
63,"273","23.7","23.7",7260,7264,"CD","NUMBER","PER0","NUM"
63,"274","33,692","33,692",7265,7271,"CD","NUMBER","PER0","NUM"
63,"275","0","0",7272,7273,"CD","NUMBER","PER0","NUM"
63,"276","0","0",7274,7275,"CD","NUMBER","PER0","NUM"
63,"277","298.4","298.4",7276,7281,"CD","NUMBER","PER0","NUM"
63,"278","$","$",7282,7283,"$","MONEY","PER0","."
63,"279","784","784",7283,7286,"CD","MONEY","PER0","NUM"
63,"280","The","the",7289,7292,"DT","O","PER0","DET"
63,"281","$","$",7293,7294,"$","MONEY","PER0","."
63,"282","/","/",7294,7295,":","MONEY","PER0","."
63,"283","A","a",7295,7296,"DT","O","PER0","DET"
63,"284","column","column",7297,7303,"NN","O","PER0","NOUN"
63,"285","is","be",7304,7306,"VBZ","O","PER0","VERB"
63,"286","gross","gross",7307,7312,"JJ","MONEY","PER0","ADJ"
